Log,LoggingLevel,Method
"Digests are matching for Zxid: <*>, Digest in log and actual tree: <*>",debug,"<org.apache.zookeeper.server.DataTree: boolean compareDigest(org.apache.zookeeper.txn.TxnHeader,org.apache.jute.Record,org.apache.zookeeper.txn.TxnDigest)>"
Set maxConcurrentDiffSyncs to <*>,info,<org.apache.zookeeper.server.quorum.LearnerMaster: void setMaxConcurrentDiffSyncs(int)>
Reading secret from <*>,info,<org.apache.zookeeper.common.SecretUtils: char readSecret(java.lang.String)>
Exception occurred when reading secret from file <*>,error,<org.apache.zookeeper.common.SecretUtils: char readSecret(java.lang.String)>
Exception occurred from thread <*>,warn,"<org.apache.zookeeper.server.ZooKeeperThread: void handleException(java.lang.String,java.lang.Throwable)>"
Digests are not matching. Value is Zxid.,rateLimitLog,<org.apache.zookeeper.server.DataTree: void reportDigestMismatch(long)>
Unexpected exception,warn,<org.apache.zookeeper.server.persistence.FileTxnLog: long getLastLoggedZxid()>
Exception while closing,error,<org.apache.zookeeper.server.quorum.QuorumCnxManager: void closeSocket(java.net.Socket)>
initLimit set to <*>,info,<org.apache.zookeeper.server.quorum.QuorumPeer: void setInitLimit(int)>
"<*>,  Last value:, <*>, ",warn,<org.apache.zookeeper.server.RateLogger: void flush()>
Log directory has snapshot files. Check if dataLogDir and dataDir configuration is correct.,<init>,<org.apache.zookeeper.server.persistence.FileTxnSnapLog: void checkLogDir()>
Shutting down,info,<org.apache.zookeeper.server.quorum.CommitProcessor: void shutdown()>
"Reconfig feature is disabled, skip reconfig processing.",debug,"<org.apache.zookeeper.server.quorum.QuorumPeer: boolean processReconfig(org.apache.zookeeper.server.quorum.flexible.QuorumVerifier,java.lang.Long,java.lang.Long,boolean)>"
Received ReadEvent.ENABLE,debug,"<org.apache.zookeeper.server.NettyServerCnxnFactory$CnxnChannelHandler: void userEventTriggered(io.netty.channel.ChannelHandlerContext,java.lang.Object)>"
Issued a read after queuedBuffer drained,debug,"<org.apache.zookeeper.server.NettyServerCnxnFactory$CnxnChannelHandler: void userEventTriggered(io.netty.channel.ChannelHandlerContext,java.lang.Object)>"
Received ReadEvent.DISABLE,debug,"<org.apache.zookeeper.server.NettyServerCnxnFactory$CnxnChannelHandler: void userEventTriggered(io.netty.channel.ChannelHandlerContext,java.lang.Object)>"
Becoming an observer,info,<org.apache.zookeeper.server.quorum.QuorumPeer: boolean updateLearnerType(org.apache.zookeeper.server.quorum.flexible.QuorumVerifier)>
Becoming a voting participant,info,<org.apache.zookeeper.server.quorum.QuorumPeer: boolean updateLearnerType(org.apache.zookeeper.server.quorum.flexible.QuorumVerifier)>
Becoming a non-voting participant,info,<org.apache.zookeeper.server.quorum.QuorumPeer: boolean updateLearnerType(org.apache.zookeeper.server.quorum.flexible.QuorumVerifier)>
requested next learner master <*> is no longer valid,warn,<org.apache.zookeeper.server.quorum.Observer: org.apache.zookeeper.server.quorum.QuorumPeer$QuorumServer findLearnerMaster()>
No learner master found,warn,<org.apache.zookeeper.server.quorum.Observer: org.apache.zookeeper.server.quorum.QuorumPeer$QuorumServer findLearnerMaster()>
Observing new leader sid=<*> addr=<*>,info,<org.apache.zookeeper.server.quorum.Observer: org.apache.zookeeper.server.quorum.QuorumPeer$QuorumServer findLearnerMaster()>
configFilename is null! This should only happen in tests.,warn,<org.apache.zookeeper.server.quorum.QuorumPeer: java.lang.String getNextDynamicConfigFilename()>
registerLogjMBeans(),debug,<org.apache.zookeeper.jmx.ManagedUtil: void registerLog4jMBeans()>
Problems while registering logj . jmx beans!,error,<org.apache.zookeeper.jmx.ManagedUtil: void registerLog4jMBeans()>
<*> not specified,warn,<org.apache.zookeeper.common.X509Util: org.apache.zookeeper.common.SSLContextAndOptions createSSLContextAndOptionsFromConfig(org.apache.zookeeper.common.ZKConfig)>
<*> not specified,warn,<org.apache.zookeeper.common.X509Util: org.apache.zookeeper.common.SSLContextAndOptions createSSLContextAndOptionsFromConfig(org.apache.zookeeper.common.ZKConfig)>
keystore not specified for client connection,warn,<org.apache.zookeeper.server.auth.X509AuthenticationProvider: void <init>()>
Failed to create key manager,error,<org.apache.zookeeper.server.auth.X509AuthenticationProvider: void <init>()>
Truststore not specified for client connection,warn,<org.apache.zookeeper.server.auth.X509AuthenticationProvider: void <init>()>
Failed to create trust manager,error,<org.apache.zookeeper.server.auth.X509AuthenticationProvider: void <init>()>
Exception during shutdown CommandListener server,warn,<org.apache.zookeeper.server.controller.CommandListener: void close()>
Ignoring proposal,warn,<org.apache.zookeeper.server.quorum.Observer: void processPacket(org.apache.zookeeper.server.quorum.QuorumPacket)>
Ignoring commit,warn,<org.apache.zookeeper.server.quorum.Observer: void processPacket(org.apache.zookeeper.server.quorum.QuorumPacket)>
Received an UPTODATE message after Observer started,error,<org.apache.zookeeper.server.quorum.Observer: void processPacket(org.apache.zookeeper.server.quorum.QuorumPacket)>
Unknown packet type: <*>,warn,<org.apache.zookeeper.server.quorum.Observer: void processPacket(org.apache.zookeeper.server.quorum.QuorumPacket)>
Starting quorum peer,debug,<org.apache.zookeeper.server.quorum.QuorumPeer: void run()>
Failed to register with JMX,warn,<org.apache.zookeeper.server.quorum.QuorumPeer: void run()>
Failed to register with JMX,warn,<org.apache.zookeeper.server.quorum.QuorumPeer: void run()>
Failed to register with JMX,warn,<org.apache.zookeeper.server.quorum.QuorumPeer: void run()>
LOOKING,info,<org.apache.zookeeper.server.quorum.QuorumPeer: void run()>
Attempting to start ReadOnlyZooKeeperServer,info,<org.apache.zookeeper.server.quorum.QuorumPeer: void run()>
Unexpected exception,warn,<org.apache.zookeeper.server.quorum.QuorumPeer: void run()>
Unexpected exception,warn,<org.apache.zookeeper.server.quorum.QuorumPeer: void run()>
OBSERVING,info,<org.apache.zookeeper.server.quorum.QuorumPeer: void run()>
Unexpected exception,warn,<org.apache.zookeeper.server.quorum.QuorumPeer: void run()>
FOLLOWING,info,<org.apache.zookeeper.server.quorum.QuorumPeer: void run()>
Unexpected exception,warn,<org.apache.zookeeper.server.quorum.QuorumPeer: void run()>
LEADING,info,<org.apache.zookeeper.server.quorum.QuorumPeer: void run()>
Unexpected exception,warn,<org.apache.zookeeper.server.quorum.QuorumPeer: void run()>
QuorumPeer main thread exited,warn,<org.apache.zookeeper.server.quorum.QuorumPeer: void run()>
QuorumPeer main thread exited,warn,<org.apache.zookeeper.server.quorum.QuorumPeer: void run()>
Setting -D <*>=true to disable client-initiated TLS renegotiation,info,<org.apache.zookeeper.common.X509Util: void <clinit>()>
Sent command <*>,info,"<org.apache.zookeeper.server.controller.CommandClient: org.eclipse.jetty.client.api.ContentResponse sendCommand(org.apache.zookeeper.server.controller.ControlCommand$Action,java.lang.String)>"
Response body <*>,info,"<org.apache.zookeeper.server.controller.CommandClient: org.eclipse.jetty.client.api.ContentResponse sendCommand(org.apache.zookeeper.server.controller.ControlCommand$Action,java.lang.String)>"
Invalid large request threshold <*>. It should be - or positive. Setting to - ,warn,<org.apache.zookeeper.server.ZooKeeperServer: void setLargeRequestThreshold(int)>
The large request threshold is set to <*>,info,<org.apache.zookeeper.server.ZooKeeperServer: void setLargeRequestThreshold(int)>
Invalid magic number in txn log file,println,"<org.apache.zookeeper.server.util.LogChopper: boolean chop(java.io.InputStream,java.io.OutputStream,long)>"
Unable to open socket to <*>,error,<org.apache.zookeeper.ClientCnxnSocketNIO: void connect(java.net.InetSocketAddress)>
Attempting to send lastMessage to sid=<*>,debug,<org.apache.zookeeper.server.quorum.QuorumCnxManager$SendWorker: void run()>
Failed to send last message. Shutting down thread.,error,<org.apache.zookeeper.server.quorum.QuorumCnxManager$SendWorker: void run()>
SendWorker thread started towards <*>. myId: <*>,debug,<org.apache.zookeeper.server.quorum.QuorumCnxManager$SendWorker: void run()>
No queue of incoming messages for server <*>,error,<org.apache.zookeeper.server.quorum.QuorumCnxManager$SendWorker: void run()>
Interrupted while waiting for message on queue,warn,<org.apache.zookeeper.server.quorum.QuorumCnxManager$SendWorker: void run()>
Exception when using channel: for id <*> my id = <*>,warn,<org.apache.zookeeper.server.quorum.QuorumCnxManager$SendWorker: void run()>
Send worker leaving thread id <*> my id = <*>,warn,<org.apache.zookeeper.server.quorum.QuorumCnxManager$SendWorker: void run()>
Set <*> to <*>ms,info,<org.apache.zookeeper.server.quorum.Leader: void setMaxTimeToWaitForEpoch(int)>
LEADING - LEADER ELECTION TOOK - <*> <*>,info,<org.apache.zookeeper.server.quorum.Leader: void lead()>
NEWLEADER proposal has Zxid of <*>,info,<org.apache.zookeeper.server.quorum.Leader: void lead()>
Enough followers present. Perhaps the initTicks need to be increased.,warn,<org.apache.zookeeper.server.quorum.Leader: void lead()>
<*> set to <*>,info,<org.apache.zookeeper.server.quorum.QuorumPeer: void setQuorumServicePrincipal(java.lang.String)>
Throttling - disabling recv <*>,debug,<org.apache.zookeeper.server.NettyServerCnxn: void disableRecv(boolean)>
Command <*> is not executed because it is not in the whitelist.,debug,"<org.apache.zookeeper.server.NettyServerCnxn: boolean checkFourLetterWord(io.netty.channel.Channel,io.netty.buffer.ByteBuf,int)>"
Processing <*> command from <*>,info,"<org.apache.zookeeper.server.NettyServerCnxn: boolean checkFourLetterWord(io.netty.channel.Channel,io.netty.buffer.ByteBuf,int)>"
Failed to register with JMX,warn,"<org.apache.zookeeper.server.ZooKeeperServer: void finishSessionInit(org.apache.zookeeper.server.ServerCnxn,boolean)>"
Established session x<*> with negotiated timeout <*> for client <*>,debug,"<org.apache.zookeeper.server.ZooKeeperServer: void finishSessionInit(org.apache.zookeeper.server.ServerCnxn,boolean)>"
"Invalid session x<*> for client <*>, probably expired",info,"<org.apache.zookeeper.server.ZooKeeperServer: void finishSessionInit(org.apache.zookeeper.server.ServerCnxn,boolean)>"
"Exception while establishing session, closing",warn,"<org.apache.zookeeper.server.ZooKeeperServer: void finishSessionInit(org.apache.zookeeper.server.ServerCnxn,boolean)>"
TXNLOG_ERROR_TAKING_SNAPSHOT,<init>,<org.apache.zookeeper.server.ExitCode: void <clinit>()>
Failed: <*>:<*>,debug,"<org.apache.zookeeper.server.DataTree: org.apache.zookeeper.server.DataTree$ProcessTxnResult processTxn(org.apache.zookeeper.txn.TxnHeader,org.apache.jute.Record,boolean)>"
Failed: <*>:<*>,debug,"<org.apache.zookeeper.server.DataTree: org.apache.zookeeper.server.DataTree$ProcessTxnResult processTxn(org.apache.zookeeper.txn.TxnHeader,org.apache.jute.Record,boolean)>"
Adjusting parent cversion for Txn: <*> path: <*> err: <*>,debug,"<org.apache.zookeeper.server.DataTree: org.apache.zookeeper.server.DataTree$ProcessTxnResult processTxn(org.apache.zookeeper.txn.TxnHeader,org.apache.jute.Record,boolean)>"
Failed to set parent cversion for: <*>,error,"<org.apache.zookeeper.server.DataTree: org.apache.zookeeper.server.DataTree$ProcessTxnResult processTxn(org.apache.zookeeper.txn.TxnHeader,org.apache.jute.Record,boolean)>"
Ignoring processTxn failure hdr: <*> : error: <*>,debug,"<org.apache.zookeeper.server.DataTree: org.apache.zookeeper.server.DataTree$ProcessTxnResult processTxn(org.apache.zookeeper.txn.TxnHeader,org.apache.jute.Record,boolean)>"
<*> set to <*>,info,<org.apache.zookeeper.server.quorum.QuorumPeer: void setQuorumServerSaslRequired(boolean)>
Problem stopping AdminServer,warn,<org.apache.zookeeper.server.quorum.QuorumPeer: void shutdown()>
Error closing logs ,warn,<org.apache.zookeeper.server.quorum.QuorumPeer: void shutdown()>
Shutdown in progress. Request cannot be processed,debug,<org.apache.zookeeper.server.RequestThrottler: void submitRequest(org.apache.zookeeper.server.Request)>
ignoring exception during selectionkey cancel,debug,<org.apache.zookeeper.server.NIOServerCnxn: void close()>
Failed to register MBean <*>,warn,"<org.apache.zookeeper.jmx.MBeanRegistry: void register(org.apache.zookeeper.jmx.ZKMBeanInfo,org.apache.zookeeper.jmx.ZKMBeanInfo)>"
"Reading configuration from: , path, ",info,<org.apache.zookeeper.server.quorum.QuorumPeerConfig: void parse(java.lang.String)>
NextQuorumVerifier is initiated to null,warn,<org.apache.zookeeper.server.quorum.QuorumPeerConfig: void parse(java.lang.String)>
Failed to register with JMX,warn,"<org.apache.zookeeper.server.quorum.ReadOnlyZooKeeperServer: void registerJMX(org.apache.zookeeper.server.ZooKeeperServerBean,org.apache.zookeeper.server.quorum.LocalPeerBean)>"
minSessionTimeout set to <*>,info,<org.apache.zookeeper.server.quorum.QuorumPeer: void setMinSessionTimeout(int)>
"unable to set up SslAuthProvider, turning off client port unification",error,<org.apache.zookeeper.server.NettyServerCnxnFactory: void <init>()>
"SnapCount should be  or more. Now, snapCount is reset to ",warn,<org.apache.zookeeper.server.ZooKeeperServer: int getSnapCount()>
<*> value is <*>. feature enabled=<*>,info,<org.apache.zookeeper.ClientCnxn: void initRequestTimeout()>
Configured value <*> for property <*> can not be parsed to long.,error,<org.apache.zookeeper.ClientCnxn: void initRequestTimeout()>
Set expected ensemble names to <*>,info,<org.apache.zookeeper.server.auth.EnsembleAuthenticationProvider: void <init>()>
"Snapshot loaded in <*> ms, highest zxid is x<*>, digest is <*>",info,<org.apache.zookeeper.server.ZKDatabase: long loadDataBase()>
"Initiating client connection, connectString=<*> sessionTimeout=<*> watcher=<*>",info,"<org.apache.zookeeper.ZooKeeper: void <init>(java.lang.String,int,org.apache.zookeeper.Watcher,boolean,org.apache.zookeeper.client.HostProvider,org.apache.zookeeper.client.ZKClientConfig)>"
"Add a buffer to outgoingBuffers, sk <*> is valid: <*>",trace,<org.apache.zookeeper.server.NIOServerCnxn: void sendBuffer(java.nio.ByteBuffer)>
Failed to register with JMX,warn,<org.apache.zookeeper.server.ZooKeeperServer: void registerJMX()>
Failed to register with JMX,warn,<org.apache.zookeeper.server.ZooKeeperServer: void registerJMX()>
User \'<*>\' not found in list of DIGEST-MD authenticateable users.,warn,<org.apache.zookeeper.server.auth.SaslServerCallbackHandler: void handleNameCallback(javax.security.auth.callback.NameCallback)>
bad formatting,error,"<org.apache.zookeeper.server.auth.KeyAuthenticationProvider: boolean validate(byte,byte)>"
quorum.cnxn.threads.size set to <*>,info,<org.apache.zookeeper.server.quorum.QuorumPeer: void setQuorumCnxnThreadsSize(int)>
Couldn\'t find the leader with id = <*>,warn,<org.apache.zookeeper.server.quorum.Learner: org.apache.zookeeper.server.quorum.QuorumPeer$QuorumServer findLeader()>
